,id,year,manufacturer,model,fuel,odometer,transmission
0,7034441763,2012.0,38,2197,2,63500.0,1
1,7034440610,2016.0,12,1764,2,10.0,0
2,7034440588,2015.0,13,3285,2,7554.0,0
3,7034440546,2016.0,12,1764,2,10.0,0
4,7034406932,2018.0,12,1843,0,70150.0,0
5,7034406582,2009.0,32,1764,2,120057.0,0
6,7034405619,2017.0,12,1819,0,95484.0,0
7,7034405349,2007.0,13,3284,2,89340.0,0
8,7034404595,2013.0,12,1798,2,226031.0,0
9,7034401857,2012.0,32,1764,0,128153.0,0
10,7034401494,1994.0,12,1798,2,168838.0,1
11,7034400341,2013.0,13,4110,4,156385.0,0
12,7034398060,2007.0,37,3859,2,135287.0,0
13,7034396354,2015.0,13,3284,2,73612.0,0
14,7034395505,2004.0,32,1764,0,235790.0,0
15,7034395342,2014.0,32,166,0,158156.0,0
16,7034394805,2015.0,13,3284,0,127515.0,0
17,7034385254,2002.0,7,3367,2,179098.0,0
18,7034384679,2003.0,25,3147,2,185220.0,0
19,7034384490,2019.0,12,1819,0,20930.0,0
20,7034384400,2010.0,13,3284,2,231570.0,0
21,7034374035,2008.0,19,3980,2,75000.0,0
22,7034366554,2001.0,12,1688,0,99164.34544628662,0
23,7034290597,2009.8306568612736,12,2787,2,9458.0,0
24,7034278551,2008.0,15,1163,2,110982.0,0
25,7034261745,2014.0,13,3285,2,93242.0,0
26,7034229439,2009.8306568612736,12,2302,2,15708.0,0
27,7034206084,2015.0,32,320,0,68013.0,0
28,7034195717,2016.0,7,3369,2,23773.0,0
29,7033845439,2016.0,7,3526,1,28000.0,0
30,7034166384,1992.0,12,459,0,13000.0,0
31,7034158475,2009.8306568612736,12,2786,2,7238.0,0
32,7034118739,2017.0,32,17,2,21125.0,0
33,7034078036,2009.8306568612736,12,2302,2,9968.0,0
34,7034037779,2009.8306568612736,12,2302,2,9228.0,0
35,7034014908,2015.0,22,3120,2,41245.0,0
36,7033992818,2011.0,6,1644,2,80855.0,0
37,7033974897,2016.0,9,2206,2,58103.0,0
38,7033963404,2018.0,16,1566,2,11892.0,0
39,7033943607,1999.0,35,2796,2,215349.0,0
40,7033939797,2015.0,37,3859,2,42649.0,0
41,7033921130,2018.0,15,1163,2,10683.0,0
42,7033912739,2017.0,12,1546,2,81130.0,0
43,7047631382,2013.0,22,2243,2,63842.0,0
44,7033844851,2016.0,12,1829,0,10.0,0
45,7033844817,2016.0,12,2021,2,10.0,0
46,7033844784,2014.0,12,2712,2,8543.0,1
47,7033830282,2010.0,12,3963,2,37700.0,0
48,7033720842,2004.0,12,1981,2,67348.0,0
49,7033680889,2014.0,32,17,2,103252.0,0
50,7033678167,2014.0,15,2769,2,79035.0,0
51,7033641942,2017.0,13,3285,2,37152.0,0
52,7032995718,2015.0,25,1208,2,37000.0,0
53,7032995571,2016.0,25,843,2,28000.0,0
54,7032995413,2013.0,4,215,2,65000.0,0
55,7033599808,2009.8306568612736,12,713,2,9650.0,0
56,7033599135,1935.0,12,209,2,0.0,0
57,7033598937,2004.0,12,2712,2,129000.0,1
58,7033519259,2019.0,6,1651,2,8800.0,1
59,7033508520,2013.0,12,1764,2,63425.0,0
60,7033478714,2016.0,32,17,2,19086.0,0
61,7033472903,2017.0,25,3551,0,35000.0,2
62,7032995174,2010.0,25,2130,2,75000.0,0
63,7032995066,2012.0,25,1217,2,83000.0,0
64,7047631279,2008.0,22,2256,2,164666.0,0
65,7033458423,2014.0,12,1764,2,93452.0,0
66,7033444323,2014.0,8,241,2,58677.0,0
67,7033417826,2006.0,37,3660,2,99164.34544628662,1
68,7033406525,2015.0,13,3322,2,67425.0,0
69,7033389810,2010.0,32,1458,0,262000.0,0
70,7033382261,2010.0,37,361,2,78728.0,0
71,7033368234,2011.0,6,1375,2,48289.0,0
72,7033356648,2019.0,29,813,2,11092.0,0
73,7033353432,2016.0,19,3967,2,28282.0,1
74,7033349656,2018.0,12,2021,2,24469.0,0
75,7033339577,2016.0,25,1490,2,14222.0,0
76,7033326157,2008.0,19,3967,2,60004.0,1
77,7033301645,2014.0,7,1334,2,68908.0,0
78,7033291267,2011.0,37,3621,2,93157.0,1
79,7033285926,2016.0,28,2829,2,55149.0,0
80,7033279476,2005.0,38,898,2,43524.0,0
81,7032994907,2004.0,25,3458,2,55000.0,0
82,7032992413,2009.8306568612736,12,2786,2,15252.0,0
83,7039834376,2016.0,5,1595,2,36959.0,0
84,7033273899,2017.0,29,3242,2,70109.0,0
85,7033268169,2019.0,29,844,2,8871.0,0
86,7033266224,2010.0,7,3818,2,115266.0,0
87,7033264267,2014.0,37,1276,2,69260.0,0
88,7033259770,2004.0,37,1093,2,113248.0,0
89,7032950500,2009.8306568612736,12,2302,2,6815.0,0
90,7033249926,2006.0,0,3842,2,104421.0,0
91,7033248670,2015.0,29,2088,2,75506.0,0
92,7033242672,2019.0,29,3242,2,19558.0,0
93,7033233997,2019.0,28,1531,2,8161.0,0
94,7033233133,2017.0,12,2021,2,31336.0,0
95,7032711898,2004.0,7,1287,2,46153.0,0
96,7033230001,2004.0,29,332,2,21274.0,1
97,7033228648,2019.0,7,1614,2,10868.0,0
98,7033226558,2019.0,7,1737,2,7974.0,0
99,7033225686,2017.0,9,1113,2,35370.0,0
100,7033221608,2014.0,12,1764,2,69614.0,0
101,7037949356,2016.0,20,2430,2,18949.0,0
102,7033206570,2018.0,20,2066,2,34238.0,0
103,7033205470,2017.0,29,3242,2,46578.0,0
104,7033204261,2019.0,19,1244,2,19548.0,0
105,7033202167,2019.0,9,2206,2,24008.0,0
106,7033198497,2016.0,12,1764,2,10.0,0
107,7033198469,2004.0,22,1631,2,150523.0,0
108,7033198406,2016.0,12,1764,2,10.0,0
109,7050078672,2015.0,38,2367,2,65000.0,0
110,7033197709,2013.0,37,2933,3,116083.0,0
111,7033083294,2018.0,12,3801,2,9389.0,0
112,7033077397,2011.0,29,815,2,110000.0,0
113,7033030320,2009.8306568612736,12,2787,0,28425.0,0
114,7032997393,2013.0,35,973,2,32000.0,0
115,7032997294,2017.0,35,4006,2,39000.0,1
116,7032997119,2012.0,33,3536,2,61000.0,0
117,7032996995,2011.0,4,2558,2,29000.0,0
118,7032996814,2014.0,4,430,2,76000.0,0
119,7032996685,2018.0,1,3111,2,22000.0,0
120,7032996553,2016.0,4,346,2,56000.0,0
121,7032996382,2016.0,7,1227,2,59000.0,0
122,7032996291,2015.0,4,215,2,56000.0,0
123,7032996129,2005.0,4,427,2,43000.0,0
124,7032996004,2014.0,4,4045,2,49000.0,0
125,7032995875,2017.0,12,2712,2,5000.0,1
126,7032929698,2019.0,12,1816,2,2890.0,0
127,7032906588,2016.0,32,17,2,54252.0,0
128,7032869849,2011.0,29,3734,2,66328.0,0
129,7032859017,2009.8306568612736,12,392,2,8512.0,0
130,7032825687,2019.0,12,1546,2,14649.0,0
131,7032809893,2009.8306568612736,12,2786,2,16161.0,0
132,7032759586,2005.0,32,166,2,159626.0,0
133,7032759329,2017.0,12,3598,2,32537.0,0
134,7032716171,2008.0,12,706,2,99164.34544628662,0
135,7032693370,2016.0,12,1764,2,38086.0,0
136,7032693342,2018.0,19,3967,2,20283.0,0
137,7032693345,2010.0,12,2249,2,28656.0,1
138,7032693348,2018.0,12,1692,2,34388.0,0
139,7032693368,2011.0,13,758,2,135529.0,0
140,7032677755,2013.0,15,1303,2,81226.0,0
141,7032647533,2015.0,29,817,2,29475.0,0
142,7032623341,2007.0,25,3464,2,48130.0,0
143,7049133161,2015.0,13,3285,2,126520.0,0
144,7050068262,2005.0,24,212,2,99164.34544628662,0
145,7050019663,2012.0,7,3427,0,108437.0,0
146,7050005015,2018.0,37,987,2,33565.0,0
147,7049991795,2016.0,7,1741,4,33293.0,0
148,7049991697,2015.0,25,3552,0,216694.0,0
149,7049926493,2010.0,8,3766,2,123352.0,0
150,7049899152,2003.0,7,3780,2,99164.34544628662,0
151,7049882169,2006.0,7,3367,2,99164.34544628662,0
152,7049847507,2010.0,7,2577,2,61700.0,0
153,7049847572,2015.0,28,2658,2,51712.0,0
154,7049839401,2012.0,7,3493,2,99587.0,0
155,7049839461,2004.0,32,17,2,201312.0,0
156,7049834588,2012.0,32,309,0,314464.0,0
157,7048934417,2003.0,37,3859,2,209000.0,0
158,7049796561,2008.0,34,3449,2,89869.0,1
159,7049794023,1981.0,7,960,2,88728.0,0
160,7049790822,2009.0,7,3405,0,134031.0,0
161,7049769173,2008.0,13,3958,0,200000.0,0
162,7049736098,2015.0,7,3403,4,100616.0,0
163,7049628210,2014.0,12,1764,2,32000.0,0
164,7049480383,2006.0,12,1540,2,196000.0,0
165,7049465428,2017.0,25,2179,2,39106.0,0
166,7049458404,2013.0,37,361,2,119000.0,0
167,7049395159,1999.0,29,2088,2,75400.0,0
168,7049378665,1992.0,28,2651,2,99164.34544628662,1
169,7049300579,2010.0,37,3859,2,99164.34544628662,0
170,7049249875,2004.0,38,2746,2,74000.0,0
171,7048798803,1950.0,9,3838,2,1000.0,0
172,7048784113,2004.0,19,3994,2,133287.0,0
173,7048747524,1955.0,8,3964,2,0.0,0
174,7048731596,2004.0,12,1764,2,98000.0,0
175,7048720060,2013.0,29,2700,2,130423.0,0
176,7048719021,2002.0,7,3667,2,194956.0,0
177,7048714747,2007.0,16,3927,2,77580.0,0
178,7048701955,2006.0,30,2153,2,162033.0,0
179,7048701604,2009.0,37,1050,2,191538.0,0
180,7048698835,2008.0,7,3677,4,176353.0,0
181,7048696439,2006.0,28,2451,2,133000.0,0
182,7048693770,2006.0,15,2773,2,129046.0,0
183,7048687103,2015.0,4,4046,2,99164.34544628662,0
184,7048665144,2015.0,37,875,2,30680.0,0
185,7048627253,1977.0,7,993,2,99164.34544628662,0
186,7048574960,2010.0,12,1889,4,135536.0,0
187,7048553084,2000.0,37,1764,2,99164.34544628662,0
188,7048548019,2007.0,12,2021,2,99164.34544628662,0
189,7048540554,2008.0,24,420,2,99164.34544628662,0
190,7048519392,2017.0,39,3945,0,608498.0,0
191,7048497716,2016.0,12,1561,2,46850.0,0
192,7048496154,2013.0,12,1668,2,116500.0,0
193,7048268005,1999.0,37,1276,2,135000.0,0
194,7047671662,2014.0,7,1030,2,78954.0,0
195,7047671585,2016.0,35,4006,2,50824.0,1
196,7047651585,2018.0,29,2088,2,99164.34544628662,0
197,7047631500,2015.0,38,2192,0,75915.0,0
198,7048186438,2013.0,12,1920,0,66800.0,0
199,7048132108,1951.0,7,1451,2,72627.0,0
200,7048016623,2008.0,13,3315,0,224878.0,0
201,7047935525,2017.0,37,3034,2,51300.0,0
202,7047895001,2017.0,25,2173,2,12340.0,0
203,7047874596,2012.0,12,1764,2,151000.0,0
204,7047847830,1998.0,12,498,2,187000.0,0
205,7047707148,2004.0,29,4088,2,99164.34544628662,0
206,7047671719,2014.0,38,2842,0,79187.0,0
207,7047631181,2008.0,37,2011,2,163658.0,0
208,7047624759,2007.0,7,3664,2,165000.0,0
209,7047592053,2001.0,18,4083,2,78000.0,0
210,7047422037,2012.0,38,2192,0,69502.0,1
211,7047421920,2008.0,19,2495,2,130535.0,0
212,7047421752,2013.0,38,2842,0,85111.0,0
213,7047421551,2012.0,38,3758,0,140776.0,0
214,7047421406,2014.0,38,898,0,106696.0,0
215,7047421363,2013.0,11,392,2,26473.0,1
216,7047421293,2012.0,32,46,2,82882.0,0
217,7047421215,2016.0,4,4017,2,54489.0,0
218,7047421155,2012.0,20,2788,2,101172.0,0
219,7047421099,2004.0,12,1692,2,203972.0,0
220,7047421000,2015.0,39,4053,2,69699.0,0
221,7047420796,2004.0,19,3967,2,132920.0,1
222,7047420689,2016.0,37,361,2,57645.0,0
223,7047420632,2015.0,37,2273,2,54322.0,0
224,7047420562,2018.0,15,1163,2,17082.0,0
225,7047420503,2015.0,25,2168,2,63380.0,0
226,7047420416,2013.0,16,765,2,111060.0,0
227,7047420367,2014.0,12,2107,2,66747.0,0
228,7047420303,2012.0,3,745,2,96293.0,0
229,7047420236,2015.0,13,4110,2,88244.0,0
230,7047420152,2008.0,32,323,0,139400.0,0
231,7047420092,2015.0,12,1992,2,27730.0,1
232,7047420048,2015.0,15,2768,2,62751.0,0
233,7047419995,2012.0,19,2215,4,103117.0,0
234,7047419930,2014.0,13,758,2,85961.0,0
235,7047419868,2012.0,19,2495,2,106169.0,0
236,7047419770,2012.0,37,2947,3,166594.0,0
237,7047419694,2017.0,29,3242,2,30853.0,0
238,7047419622,2009.0,35,2796,2,134561.0,0
239,7047419557,2019.0,37,361,2,13624.0,0
240,7047419466,2015.0,37,3867,4,61774.0,0
241,7047419406,2019.0,37,2273,2,12621.0,0
242,7047419344,2016.0,16,1566,2,59645.0,0
243,7047419289,2013.0,37,1050,3,154852.0,0
244,7047419240,2015.0,19,3967,2,64438.0,0
245,7047419172,2017.0,29,813,2,64377.0,0
246,7047419121,2017.0,29,2605,2,31034.0,0
247,7047419043,2016.0,22,2352,2,27737.0,0
248,7047264905,2016.0,12,2752,2,87000.0,0
249,7047239908,2003.0,8,1253,2,99164.34544628662,0
250,7047217351,2005.0,22,3122,2,130940.0,0
251,7047169493,1986.0,7,1287,2,46500.0,0
252,7047151304,2008.0,22,2353,2,131000.0,0
253,7047129494,1995.0,37,1050,2,99164.34544628662,0
254,7047112588,2006.0,32,29,2,148000.0,0
255,7047069378,2013.0,7,3499,2,89000.0,0
256,7047045792,2004.0,9,1470,2,127465.0,0
257,7047040463,2006.0,32,166,2,97205.0,0
258,7047030355,2014.0,27,1265,2,34265.0,0
259,7047022036,2015.0,37,2933,3,43125.0,0
260,7047018081,2011.0,32,181,2,150505.0,0
261,7047009599,2008.0,32,199,2,77235.0,0
262,7046983061,2013.0,12,561,0,99164.34544628662,1
263,7046811318,2016.0,12,2724,2,34000.0,0
264,7046652169,1986.0,37,3621,2,187000.0,1
265,7045999621,2018.0,15,1163,2,99164.34544628662,1
266,7046631141,2013.0,29,2873,2,99164.34544628662,0
267,7046579734,1998.0,12,2712,2,99164.34544628662,0
268,7046425352,2007.0,12,3690,2,98430.0,0
269,7046413351,2014.0,19,3994,2,65000.0,1
270,7046317530,1999.0,12,452,2,258000.0,0
271,7046181407,2001.0,7,3413,2,99164.34544628662,0
272,7046162051,1997.0,12,1798,0,250000.0,0
273,7046091125,2017.0,29,813,2,40000.0,0
274,7046089652,1993.0,22,3221,2,127000.0,0
275,7045978404,2011.0,12,2712,2,109050.0,0
276,7045972643,2013.0,4,4045,2,99164.34544628662,1
277,7045957974,1998.0,13,3578,2,214048.0,0
278,7045888501,1977.0,7,2424,2,100000.0,0
279,7045560214,2003.0,12,1819,0,315000.0,1
280,7045486147,2008.0,12,1925,0,170909.0,0
281,7045485954,2007.0,7,3403,0,148411.0,0
282,7045485710,2015.0,8,121,2,65731.0,0
283,7045485582,2017.0,0,2303,2,39238.0,0
284,7045485346,2011.0,13,3317,0,190330.0,0
285,7045485238,2016.0,15,2907,2,75186.0,0
286,7045485012,2008.0,35,2314,2,119433.0,1
287,7045484873,2016.0,9,1100,2,47639.0,0
288,7045319692,2001.0,4,2570,2,53393.0,1
289,7039893620,2008.0,12,3599,0,140500.0,0
290,7045484674,2015.0,15,1303,2,51197.0,0
291,7045484514,2016.0,4,4031,2,83459.0,0
292,7045484106,2018.0,9,1113,2,38446.0,0
293,7045484002,2015.0,6,858,2,48201.0,0
294,7045449619,2010.0,15,1302,2,173000.0,0
295,7045411975,2005.0,39,3901,2,99164.34544628662,0
296,7045330795,2010.0,38,2367,2,127863.0,0
297,7045330699,1997.0,4,4136,2,79420.0,1
298,7045330406,2009.0,4,2,2,71843.0,0
299,7045330226,2016.0,4,215,2,41859.0,0
300,7045329903,2016.0,0,3748,2,42866.0,0
301,7045316118,2001.0,4,2570,2,53000.0,1
302,7045204476,2014.0,24,1394,2,37665.0,0
303,7045182826,2005.0,13,4126,2,200960.0,0
304,7045150486,1997.0,19,3967,2,34500.0,1
305,7044990857,2012.0,15,1163,4,8257.0,0
306,7044983501,2005.0,12,2078,2,66011.0,0
307,7042517115,2007.0,7,3368,4,146706.0,0
308,7044982699,2009.0,7,1227,2,53577.0,0
309,7044933250,2002.0,12,1692,2,191400.0,0
310,7044879996,2005.0,39,4063,2,127365.0,0
311,7044839485,2012.0,12,1764,2,99164.34544628662,0
312,7044786617,2012.0,7,2138,2,99164.34544628662,0
313,7044771424,1999.0,3,745,2,131850.0,0
314,7044762541,1999.0,7,2138,2,157400.0,0
315,7044733735,1997.0,12,1764,2,100200.0,1
316,7044695628,2002.0,12,1819,2,128000.0,0
317,7044664411,2005.0,13,4125,2,214000.0,0
318,7044632058,2007.0,13,4110,2,175000.0,0
319,7044597377,2005.0,7,3367,2,171000.0,0
320,7044338264,2008.0,17,2125,2,89923.0,0
321,7044091338,2008.0,32,166,2,97205.0,0
322,7044070954,2014.0,11,392,2,76736.0,0
323,7044070873,2013.0,7,2577,2,115059.0,0
324,7044024149,1991.0,12,2727,2,154800.0,0
325,7044003029,2012.0,13,3322,0,97000.0,0
326,7042516837,2017.0,24,1387,2,24577.0,0
327,7043966271,2010.0,37,3643,2,123220.0,0
328,7043671384,2016.0,15,1303,2,33239.0,0
329,7043597574,2016.0,25,1490,2,25113.0,0
330,7043561966,2015.0,11,392,2,67804.0,0
331,7043486078,1997.0,7,1156,2,141000.0,0
332,7043110394,2012.0,32,46,2,85741.0,0
333,7042559526,2018.0,29,3930,2,48914.0,0
334,7042559493,2018.0,20,3239,2,43043.0,0
335,7042559474,2016.0,35,2796,2,35359.0,0
336,7042559451,2017.0,7,2577,2,30117.0,0
337,7042559436,2010.0,9,1100,2,88892.0,0
338,7037243490,2017.0,12,1653,2,99164.34544628662,0
339,7042465861,2005.0,15,2768,2,220287.0,0
340,7042207931,2012.0,7,3427,0,108437.0,0
341,7042162176,2011.0,16,1566,2,106736.0,0
342,7042120490,2007.0,8,2836,2,138000.0,0
343,7042114211,2010.0,8,3766,2,123352.0,0
344,7042109991,2015.0,7,1044,2,71624.0,0
345,7042107156,2017.0,12,615,2,8500.0,0
346,7042039115,2012.0,32,309,0,314464.0,0
347,7041995517,2011.0,7,1749,4,54768.0,0
348,7041985743,2017.0,12,510,0,88.0,0
349,7041887231,2004.0,12,463,2,63000.0,0
350,7041878775,1986.0,19,1134,2,207411.0,1
351,7041728544,2016.0,12,2712,2,5400.0,0
352,7041686079,2018.0,12,1996,2,36286.0,0
353,7041683847,2007.0,37,1276,2,148868.0,0
354,7041678549,2011.0,7,3669,2,156000.0,0
355,7041667818,2012.0,28,2453,2,111136.0,0
356,7041667520,2015.0,12,1992,2,40556.0,0
357,7041667144,2013.0,12,1994,2,42565.0,0
358,7041666950,2007.0,7,3369,2,196380.0,0
359,7041664285,2005.0,29,2101,2,161627.0,0
360,7041663730,2011.0,12,1653,2,160772.0,0
361,7041663059,2006.0,20,3503,2,113819.0,0
362,7041662703,1998.0,23,1254,2,131337.0,0
363,7041662449,2000.0,9,1420,2,137000.0,0
364,7041662124,2002.0,12,3014,2,95559.0,0
365,7041660166,2011.0,7,2578,2,111303.0,0
366,7041659918,2008.0,16,3479,2,151818.0,0
367,7041659711,2009.0,12,2115,2,93435.0,0
368,7041659497,2000.0,7,1048,2,186296.0,0
369,7041659311,2016.0,19,2883,2,99164.34544628662,2
370,7041640007,2008.0,12,3599,0,99164.34544628662,0
371,7041639907,2014.0,32,166,0,99164.34544628662,0
372,7041639817,2011.0,32,166,0,99164.34544628662,0
373,7041639727,2016.0,13,4110,2,99164.34544628662,0
374,7041639632,2007.0,32,305,0,99164.34544628662,0
375,7041639503,2013.0,12,651,2,99164.34544628662,0
376,7041639379,2015.0,23,2743,2,99164.34544628662,0
377,7041639266,2008.0,32,17,2,99164.34544628662,0
378,7041634411,1997.0,23,1764,2,149340.0,0
379,7041633491,2014.0,12,1764,2,99164.34544628662,0
380,7041252386,2002.0,24,889,2,160000.0,0
381,7040740754,2016.0,13,3322,2,43211.0,0
382,7041237580,1995.0,37,1050,2,187788.0,0
383,7041149691,1995.0,12,2445,0,165428.0,1
384,7041149260,2004.0,12,522,0,69460.0,0
385,7041096657,2008.0,7,3412,2,205805.0,0
386,7041084146,2005.0,7,3412,0,97347.0,0
387,7041083574,2008.0,12,1764,2,93759.0,0
388,7040740768,2010.0,9,1100,2,88892.0,0
389,7040541156,2001.0,12,1969,0,36000.0,1
390,7040485759,1951.0,7,1451,2,72627.0,0
391,7041083134,2007.0,12,1857,2,123283.0,0
392,7041082663,2011.0,15,1163,4,28033.0,0
393,7041082246,2011.0,7,3664,2,171089.0,0
394,7041081815,2009.0,7,3397,0,73268.0,0
395,7041079311,2008.0,7,3412,2,205805.0,0
396,7041078737,2009.0,7,1227,2,53577.0,0
397,7040975886,2011.0,19,3967,2,99164.34544628662,0
398,7040872852,2013.0,20,2788,3,110842.0,0
399,7040743503,2017.0,12,2716,2,71000.0,0
400,7040741113,2016.0,3,714,2,31863.0,0
401,7040740822,2016.0,35,2796,2,35359.0,0
402,7040740780,2018.0,29,3930,2,48914.0,0
403,7040740784,2018.0,16,3479,2,12803.0,0
404,7040740785,2017.0,7,2577,2,30117.0,0
405,7040740771,2018.0,20,3239,2,43043.0,0
406,7040740778,2017.0,12,2107,2,34814.0,0
407,7040483720,2008.0,7,865,2,136000.0,0
408,7040439263,2016.0,9,1113,2,99164.34544628662,0
409,7040439002,2005.0,7,1287,2,99164.34544628662,0
410,7040438877,2014.0,13,3322,0,99164.34544628662,0
411,7040438635,2014.0,4,423,2,99164.34544628662,0
412,7040438512,2010.0,12,1692,2,99164.34544628662,0
413,7040438402,2011.0,12,3597,0,99164.34544628662,0
414,7040438278,2015.0,12,3598,2,99164.34544628662,0
415,7040438157,2019.0,12,3600,2,99164.34544628662,0
416,7040438051,2015.0,12,2712,2,99164.34544628662,0
417,7040437929,2012.0,12,3598,0,99164.34544628662,0
418,7040437816,2016.0,22,2257,2,99164.34544628662,0
419,7040422988,2012.0,15,783,2,99164.34544628662,0
420,7040341096,2015.0,29,3937,2,68100.0,0
421,7040135988,2014.0,12,1554,2,102000.0,0
422,7039811068,2016.0,35,4006,2,50824.0,1
423,7039810990,2012.0,38,2842,0,94921.0,0
424,7039810920,2014.0,38,2842,0,79187.0,0
425,7039801384,1969.0,12,460,2,76000.0,0
426,7039796826,2005.0,12,711,4,99164.34544628662,0
427,7039794727,2020.0,7,1230,2,22.0,0
428,7039785311,2014.0,7,1030,2,78954.0,0
429,7039728915,2008.0,37,2011,2,163658.0,0
430,7039728853,2010.0,38,2842,2,74569.0,0
431,7039728803,2008.0,22,2256,2,164666.0,0
432,7039728749,2013.0,22,2243,2,63842.0,0
433,7039728671,2015.0,8,3766,2,87450.0,0
434,7039728615,2015.0,38,2192,0,75915.0,0
435,7037450536,2012.0,38,2192,0,69502.0,1
436,7039702930,2018.0,12,1779,2,19394.0,0
437,7039662605,2016.0,7,3391,2,51021.0,0
438,7039583994,2006.0,25,937,2,90478.0,0
439,7039417808,2004.0,32,17,2,71000.0,0
440,7039210707,1995.0,19,4005,2,99164.34544628662,1
441,7039187341,2015.0,29,2762,2,83000.0,0
442,7039169761,2017.0,7,2578,2,44890.0,0
443,7039022994,1992.0,9,1419,2,120949.0,0
444,7038815261,1964.0,8,241,2,67000.0,0
445,7038687481,2014.0,13,3322,0,99164.34544628662,0
446,7038272398,2015.0,37,3864,2,80000.0,0
447,7037449182,2008.0,32,323,0,139400.0,0
448,7038676557,1995.0,7,3367,2,230000.0,0
449,7038636608,2005.0,12,1764,2,151000.0,0
450,7038561667,2015.0,32,186,0,74000.0,0
451,7038485270,2009.0,25,936,2,90000.0,0
452,7038475729,2004.0,12,1692,2,203972.0,0
453,7038425695,1995.0,35,2478,2,220000.0,1
454,7038363962,2009.0,12,1772,2,132000.0,0
455,7038305647,2013.0,0,3842,2,80300.0,0
456,7038281822,2010.0,27,1265,2,117000.0,0
457,7037449138,2012.0,19,2215,4,103117.0,0
458,7038219774,2001.0,32,166,0,261918.0,1
459,7038057949,2014.0,4,4045,2,99164.34544628662,0
460,7038057814,2010.0,12,1692,2,99164.34544628662,0
461,7038057703,2011.0,12,3597,0,99164.34544628662,0
462,7038057580,2015.0,12,3598,2,99164.34544628662,0
463,7038057460,2014.0,32,166,0,99164.34544628662,0
464,7038057294,2014.0,32,166,2,99164.34544628662,1
465,7038057169,2016.0,32,17,2,99164.34544628662,0
466,7038057025,2008.0,37,3621,2,99164.34544628662,0
467,7038056929,2012.0,12,3598,0,99164.34544628662,0
468,7038056781,2015.0,12,1709,2,99164.34544628662,0
469,7038056591,2012.0,32,305,0,99164.34544628662,0
470,7038056441,2016.0,25,2181,2,99164.34544628662,0
471,7038056264,2013.0,6,1644,2,99164.34544628662,0
472,7038019320,2012.0,16,3479,3,150282.0,0
473,7037996634,2011.0,12,688,2,96200.0,0
474,7037944957,1995.0,12,564,0,110812.0,0
475,7037449028,2012.0,19,2495,2,106169.0,0
476,7037921863,2002.0,35,2322,2,181072.0,1
477,7037904289,2015.0,39,4053,2,69699.0,0
478,7037901296,1998.0,7,854,2,123844.0,0
479,7037901082,2014.0,38,2842,0,54607.0,0
480,7037900644,2018.0,13,1071,0,24215.0,0
481,7037883539,1998.0,12,1694,2,22300.0,0
482,7037816383,2004.0,22,2260,2,108349.0,0
483,7037812741,2010.0,5,1593,2,115007.0,0
484,7037810676,2014.0,7,3665,2,112865.0,0
485,7037806637,2017.0,38,3718,2,31449.0,0
486,7037474060,2004.0,29,3242,2,153117.0,0
487,7037803559,2016.0,35,4010,2,35102.0,1
488,7037801371,2013.0,12,1725,2,120086.0,0
489,7037797591,2016.0,25,984,3,49336.0,0
490,7037795317,2015.0,3,726,2,24515.0,0
491,7037793847,2018.0,7,2590,2,16424.0,0
492,7037696979,1970.0,12,3755,2,99164.34544628662,0
493,7037618230,1995.0,37,369,2,200100.0,0
494,7037524579,2006.0,29,3210,2,177100.0,0
495,7037464041,1980.0,7,1287,2,99164.34544628662,0
496,7037450442,2008.0,19,2495,2,130535.0,0
497,7037450328,2013.0,38,2842,0,85111.0,0
498,7037450251,2012.0,38,3758,0,140776.0,0
499,7037450145,2012.0,38,2842,0,94921.0,0
500,7037450017,2013.0,37,361,2,137491.0,0
501,7037449901,2014.0,38,898,0,106696.0,0
502,7037449835,2014.0,38,2842,0,79187.0,0
503,7037449761,2012.0,32,46,2,82882.0,0
504,7037449624,2012.0,20,2788,2,101172.0,0
505,7037449523,2015.0,33,3536,2,80141.0,0
506,7037449409,2015.0,25,2168,2,63380.0,0
507,7037449289,2013.0,16,765,2,111060.0,0
508,7037448891,2013.0,20,2788,2,118381.0,0
509,7037448784,2012.0,37,2947,3,166594.0,0
510,7037448678,2017.0,29,3242,2,30853.0,0
511,7037448609,2004.0,19,3967,2,132920.0,1
512,7037448524,2016.0,37,361,2,57645.0,0
513,7037448453,2015.0,37,2273,2,54322.0,0
514,7037448331,2009.0,35,2796,2,134561.0,0
515,7037448229,2019.0,37,361,2,13624.0,0
516,7037448121,2015.0,37,3867,4,61774.0,0
517,7037448025,2019.0,37,2273,2,12621.0,0
518,7037447919,2016.0,16,1566,2,59645.0,0
519,7037447826,2013.0,37,1050,3,154852.0,0
520,7037447724,2015.0,19,3967,2,64438.0,0
521,7037447593,2017.0,29,813,2,64377.0,0
522,7037447473,2017.0,29,2605,2,31034.0,0
523,7037447400,2016.0,22,2352,2,27737.0,0
524,7037422310,2013.0,11,392,2,26473.0,1
525,7037422242,2016.0,4,4017,2,54489.0,0
526,7037422092,2014.0,12,2107,2,66747.0,0
527,7037421983,2008.0,4,215,2,127599.0,0
528,7037421900,2010.0,7,3818,2,106745.0,0
529,7037421801,2012.0,3,745,2,96293.0,0
530,7037421658,2015.0,13,4110,2,88244.0,0
531,7037421115,2015.0,12,1992,2,27730.0,1
