,model,fuel
0,0.5302920588945209,0.5
1,0.42577842143374367,0.5
2,0.7929036929761043,0.5
3,0.42577842143374367,0.5
4,0.44484672942312337,0.0
5,0.42577842143374367,0.5
6,0.43905382573014723,0.0
7,0.792662321988897,0.5
8,0.43398503499879315,0.5
9,0.42577842143374367,0.0
10,0.43398503499879315,0.5
11,0.9920347574221579,1.0
12,0.9314506396331161,0.5
13,0.792662321988897,0.5
14,0.42577842143374367,0.0
15,0.04006758387641805,0.0
16,0.792662321988897,0.0
17,0.812696113927106,0.5
18,0.7595944967414917,0.5
19,0.43905382573014723,0.0
20,0.792662321988897,0.5
21,0.960656529085204,0.5
22,0.40743422640598603,0.0
23,0.6727009413468501,0.5
24,0.28071445812213375,0.5
25,0.7929036929761043,0.5
26,0.5556360125512914,0.5
27,0.07723871590634807,0.0
28,0.8131788559015207,0.5
29,0.8510741008930727,0.25
30,0.11078928312816799,0.0
31,0.6724595703596428,0.5
32,0.0041033067825247405,0.5
33,0.5556360125512914,0.5
34,0.5556360125512914,0.5
35,0.7530774800868936,0.5
36,0.39681390296886315,0.5
37,0.5324643977793869,0.5
38,0.37798696596669085,0.5
39,0.6748732802317162,0.5
40,0.9314506396331161,0.5
41,0.28071445812213375,0.5
42,0.37315954622254405,0.5
43,0.5413951243060584,0.5
44,0.44146753560222063,0.0
45,0.48781076514602945,0.5
46,0.6545981173062998,0.5
47,0.9565532223026793,0.5
48,0.47815592565773596,0.5
49,0.0041033067825247405,0.5
50,0.6683562635771181,0.5
51,0.7929036929761043,0.5
52,0.2915761525464639,0.5
53,0.20347574221578568,0.5
54,0.051894762249577606,0.5
55,0.17209751387883176,0.5
56,0.05044653632633358,0.5
57,0.6545981173062998,0.5
58,0.39850349987931455,0.5
59,0.42577842143374367,0.5
60,0.0041033067825247405,0.5
61,0.8571083755732561,0.0
62,0.5141202027516293,0.5
63,0.29374849143132997,0.5
64,0.5445329471397539,0.5
65,0.42577842143374367,0.5
66,0.058170407916968384,0.5
67,0.8834178131788559,0.5
68,0.8018344195027758,0.5
69,0.35191889934829834,0.0
70,0.0871349263818489,0.5
71,0.3318851074100893,0.5
72,0.19623461259956554,0.5
73,0.9575187062515086,0.5
74,0.48781076514602945,0.5
75,0.35964277093893315,0.5
76,0.9575187062515086,0.5
77,0.3219888969345885,0.5
78,0.8740043446777698,0.5
79,0.6828385228095584,0.5
80,0.21675114651218924,0.5
81,0.8346608737629737,0.5
82,0.6724595703596428,0.5
83,0.3849867245957036,0.5
84,0.7825247405261888,0.5
85,0.20371711320299302,0.5
86,0.9215544291576153,0.5
87,0.30798937967656287,0.5
88,0.2638184890176201,0.5
89,0.5556360125512914,0.5
90,0.9273473328505913,0.5
91,0.5039826212889211,0.5
92,0.7825247405261888,0.5
93,0.369538981414434,0.5
94,0.48781076514602945,0.5
95,0.3106444605358436,0.5
96,0.0801351677528361,0.5
97,0.389572773352643,0.5
98,0.4192614047791456,0.5
99,0.26864590876176686,0.5
100,0.42577842143374367,0.5
101,0.5865314989138306,0.5
102,0.49867245957035966,0.5
103,0.7825247405261888,0.5
104,0.30026550808592806,0.5
105,0.5324643977793869,0.5
106,0.42577842143374367,0.5
107,0.39367608013516775,0.5
108,0.42577842143374367,0.5
109,0.5713251267197683,0.5
110,0.7079411054791215,0.75
111,0.9174511223750905,0.5
112,0.1967173545739802,0.5
113,0.6727009413468501,0.0
114,0.23485397055273957,0.5
115,0.9669321747525947,0.5
116,0.853487810765146,0.5
117,0.6174269852763699,0.5
118,0.10378952449915521,0.5
119,0.7509051412020276,0.5
120,0.08351436157373884,0.5
121,0.2961622013034033,0.5
122,0.051894762249577606,0.5
123,0.1030654115375332,0.5
124,0.9763456432536809,0.5
125,0.6545981173062998,0.5
126,0.4383297127685252,0.5
127,0.0041033067825247405,0.5
128,0.9012792662321989,0.5
129,0.09461742698527638,0.5
130,0.37315954622254405,0.5
131,0.6724595703596428,0.5
132,0.04006758387641805,0.5
133,0.868452811972001,0.5
134,0.1704079169683804,0.5
135,0.42577842143374367,0.5
136,0.9575187062515086,0.5
137,0.5428433502293024,0.5
138,0.40839971035481537,0.5
139,0.18295920830316198,0.5
140,0.314506396331161,0.5
141,0.1972000965483949,0.5
142,0.8361090996862177,0.5
143,0.7929036929761043,0.5
144,0.05117064928795559,0.5
145,0.8271783731595462,0.0
146,0.2382331643736423,0.5
147,0.4202268887279749,1.0
148,0.8573497465604635,0.0
149,0.9090031378228337,0.5
150,0.9123823316437365,0.5
151,0.812696113927106,0.5
152,0.6220130340333092,0.5
153,0.6415640839971036,0.5
154,0.8431088583152305,0.5
155,0.0041033067825247405,0.5
156,0.07458363504706735,0.0
157,0.9314506396331161,0.5
158,0.8324885348781077,0.5
159,0.23171614771904417,0.5
160,0.8218682114409849,0.0
161,0.9553463673666426,0.0
162,0.8213854694665702,1.0
163,0.42577842143374367,0.5
164,0.37171132029930004,0.5
165,0.5259473811247888,0.5
166,0.0871349263818489,0.5
167,0.5039826212889211,0.5
168,0.6398744870866522,0.5
169,0.9314506396331161,0.5
170,0.6628047308713493,0.5
171,0.926381848901762,0.5
172,0.9640357229061067,0.5
173,0.9567945932898866,0.5
174,0.42577842143374367,0.5
175,0.6517016654598118,0.5
176,0.8851074100893073,0.5
177,0.9478638667632151,0.5
178,0.5196717354573981,0.5
179,0.25343953656770457,0.5
180,0.8875211199613807,1.0
181,0.5916002896451846,0.5
182,0.6693217475259474,0.5
183,0.9765870142408883,0.5
184,0.21119961380642047,0.5
185,0.23968139029688632,0.5
186,0.4559497948346609,1.0
187,0.42577842143374367,0.5
188,0.48781076514602945,0.5
189,0.10137581462708183,0.5
190,0.9522085445329472,0.0
191,0.3767801110306541,0.5
192,0.4026068066618393,0.5
193,0.30798937967656287,0.5
194,0.24861211682355783,0.5
195,0.9669321747525947,0.5
196,0.5039826212889211,0.5
197,0.5290852039584842,0.0
198,0.46343229543808834,0.0
199,0.350229302437847,0.5
200,0.8001448225923244,0.0
201,0.7323195751870626,0.5
202,0.5244991552015448,0.5
203,0.42577842143374367,0.5
204,0.12020275162925417,0.5
205,0.9867245957035965,0.5
206,0.6859763456432537,0.0
207,0.4853970552739561,0.5
208,0.8843832971276853,0.5
209,0.9855177407675598,0.5
210,0.5290852039584842,0.0
211,0.6022206130823076,0.5
212,0.6859763456432537,0.0
213,0.907072169925175,0.0
214,0.21675114651218924,0.0
215,0.09461742698527638,0.5
216,0.011103065411537534,0.5
217,0.9695872556118755,0.5
218,0.6729423123340574,0.5
219,0.40839971035481537,0.5
220,0.9782766111513397,0.5
221,0.9575187062515086,0.5
222,0.0871349263818489,0.5
223,0.5486362539222785,0.5
224,0.28071445812213375,0.5
225,0.5232923002655081,0.5
226,0.18464880521361332,0.5
227,0.5085686700458605,0.5
228,0.17982138546946658,0.5
229,0.9920347574221579,0.5
230,0.07796282886797007,0.0
231,0.4808110065170167,0.5
232,0.6681148925899107,0.5
233,0.5346367366642529,1.0
234,0.18295920830316198,0.5
235,0.6022206130823076,0.5
236,0.7113202993000242,0.75
237,0.7825247405261888,0.5
238,0.6748732802317162,0.5
239,0.0871349263818489,0.5
240,0.9333816075307748,1.0
241,0.5486362539222785,0.5
242,0.37798696596669085,0.5
243,0.25343953656770457,0.75
244,0.9575187062515086,0.5
245,0.19623461259956554,0.5
246,0.6287714216751147,0.5
247,0.5677045619116582,0.5
248,0.6642529567945933,0.5
249,0.3024378469707941,0.5
250,0.7535602220613082,0.5
251,0.3106444605358436,0.5
252,0.5679459328988656,0.5
253,0.25343953656770457,0.5
254,0.006999758629012793,0.5
255,0.8445570842384745,0.5
256,0.3548153511947864,0.5
257,0.04006758387641805,0.5
258,0.3053342988172822,0.5
259,0.7079411054791215,0.75
260,0.043688148684528125,0.5
261,0.0480328264542602,0.5
262,0.13540912382331644,0.0
263,0.6574945691527878,0.5
264,0.8740043446777698,0.5
265,0.28071445812213375,0.5
266,0.6934588462466812,0.5
267,0.6545981173062998,0.5
268,0.8906589427950761,0.5
269,0.9640357229061067,0.5
270,0.10909968621771664,0.5
271,0.8237991793386436,0.5
272,0.43398503499879315,0.0
273,0.19623461259956554,0.5
274,0.7774559497948347,0.5
275,0.6545981173062998,0.5
276,0.9763456432536809,0.5
277,0.8636253922278543,0.5
278,0.5850832729905866,0.5
279,0.43905382573014723,0.0
280,0.46463915037412507,0.0
281,0.8213854694665702,0.0
282,0.02920588945208786,0.5
283,0.5558773835384987,0.5
284,0.8006275645667391,0.0
285,0.7016654598117307,0.5
286,0.5585324643977794,0.5
287,0.26550808592807146,0.5
288,0.6203234371228579,0.5
289,0.8686941829592083,0.0
290,0.314506396331161,0.5
291,0.9729664494327782,0.5
292,0.26864590876176686,0.5
293,0.20709630702389573,0.5
294,0.3142650253439537,0.5
295,0.9415882210958243,0.5
296,0.5713251267197683,0.5
297,0.9983104030895487,0.5
298,0.0004827419744146754,0.5
299,0.051894762249577606,0.5
300,0.9046584600531017,0.5
301,0.6203234371228579,0.5
302,0.3364711561670287,0.5
303,0.9958966932174753,0.5
304,0.9575187062515086,0.5
305,0.28071445812213375,1.0
306,0.5015689114168477,0.5
307,0.8129374849143133,1.0
308,0.2961622013034033,0.5
309,0.40839971035481537,0.5
310,0.980690321023413,0.5
311,0.42577842143374367,0.5
312,0.516051170649288,0.5
313,0.17982138546946658,0.5
314,0.516051170649288,0.5
315,0.42577842143374367,0.5
316,0.43905382573014723,0.5
317,0.995655322230268,0.5
318,0.9920347574221579,0.5
319,0.812696113927106,0.5
320,0.5129133478155926,0.5
321,0.04006758387641805,0.5
322,0.09461742698527638,0.5
323,0.6220130340333092,0.5
324,0.6582186821144099,0.5
325,0.8018344195027758,0.0
326,0.3347815592565774,0.5
327,0.8793145063963312,0.5
328,0.314506396331161,0.5
329,0.35964277093893315,0.5
330,0.09461742698527638,0.5
331,0.27902486121168235,0.5
332,0.011103065411537534,0.5
333,0.9485879797248371,0.5
334,0.7818006275645668,0.5
335,0.6748732802317162,0.5
336,0.6220130340333092,0.5
337,0.26550808592807146,0.5
338,0.3989862418537292,0.5
339,0.6681148925899107,0.5
340,0.8271783731595462,0.0
341,0.37798696596669085,0.5
342,0.6845281197200097,0.5
343,0.9090031378228337,0.5
344,0.25199131064446056,0.5
345,0.1484431571325127,0.5
346,0.07458363504706735,0.0
347,0.4221578566256336,1.0
348,0.12309920347574223,0.0
349,0.11175476707699734,0.5
350,0.27371469949312094,0.5
351,0.6545981173062998,0.5
352,0.48177649046584603,0.5
353,0.30798937967656287,0.5
354,0.8855901520637219,0.5
355,0.5920830316195993,0.5
356,0.4808110065170167,0.5
357,0.48129374849143136,0.5
358,0.8131788559015207,0.5
359,0.5071204441226165,0.5
360,0.3989862418537292,0.5
361,0.8455225681873039,0.5
362,0.30267921795800146,0.5
363,0.3427468018344195,0.5
364,0.7274921554429158,0.5
365,0.6222544050205165,0.5
366,0.8397296644943278,0.5
367,0.5104996379435192,0.5
368,0.2529567945932899,0.5
369,0.6958725561187545,0.5
370,0.8686941829592083,0.0
371,0.04006758387641805,0.0
372,0.04006758387641805,0.0
373,0.9920347574221579,0.5
374,0.073618151098238,0.0
375,0.15713251267197684,0.5
376,0.6620806179097273,0.5
377,0.0041033067825247405,0.5
378,0.42577842143374367,0.5
379,0.42577842143374367,0.5
380,0.2145788076273232,0.5
381,0.8018344195027758,0.5
382,0.25343953656770457,0.5
383,0.5901520637219406,0.0
384,0.12599565532223028,0.0
385,0.8235578083514362,0.5
386,0.8235578083514362,0.0
387,0.42577842143374367,0.5
388,0.26550808592807146,0.5
389,0.4752594738112479,0.0
390,0.350229302437847,0.5
391,0.4482259232440261,0.5
392,0.28071445812213375,1.0
393,0.8843832971276853,0.5
394,0.8199372435433261,0.0
395,0.8235578083514362,0.5
396,0.2961622013034033,0.5
397,0.9575187062515086,0.5
398,0.6729423123340574,0.75
399,0.6555636012551291,0.5
400,0.1723388848660391,0.5
401,0.6748732802317162,0.5
