,manufacturer,model
0,1.7724115000277718,0.03629790942348982
1,-0.6056660750748954,-0.34136721938066694
2,-0.5142015529555621,0.9852578635549507
3,-0.6056660750748954,-0.34136721938066694
4,-0.6056660750748954,-0.27246295800531267
5,1.2236243673117717,-0.34136721938066694
6,-0.6056660750748954,-0.2933958981699773
7,-0.5142015529555621,0.9843856577147563
8,-0.6056660750748954,-0.3117122208140588
9,1.2236243673117717,-0.34136721938066694
10,-0.6056660750748954,-0.3117122208140588
11,-0.5142015529555621,1.7048276817152956
12,1.6809469779084385,1.4859040158265118
13,-0.5142015529555621,0.9843856577147563
14,1.2236243673117717,-0.34136721938066694
15,1.2236243673117717,-1.73515215201125
16,-0.5142015529555621,0.9843856577147563
17,-1.0629886856715622,1.056778742450888
18,0.5833727124764382,0.8648934576081294
19,-0.6056660750748954,-0.2933958981699773
20,-0.5142015529555621,0.9843856577147563
21,0.034585579760438044,1.591440922490029
22,-0.6056660750748954,-0.4076548632354381
23,-0.6056660750748954,0.5508993551381607
24,-0.3312725087168954,-0.8655629293374757
25,-0.5142015529555621,0.9852578635549507
26,-0.6056660750748954,0.12787952264389735
27,1.2236243673117717,-1.6008324526213191
28,-1.0629886856715622,1.0585231541312767
29,-1.0629886856715622,1.1954594710417907
30,-0.6056660750748954,-1.4795958408343033
31,-0.6056660750748954,0.5500271492979664
32,1.2236243673117717,-1.8651108222002093
33,-0.6056660750748954,0.12787952264389735
34,-0.6056660750748954,0.12787952264389735
35,0.30897914611843813,0.8413438999228817
36,-1.1544532077908956,-0.4460319202039898
37,-0.8800596414328955,0.044147761985239044
38,-0.23980798659756203,-0.5140639757391497
39,1.4980179336697719,0.5587492076999099
40,1.6809469779084385,1.4859040158265118
41,-0.3312725087168954,-0.8655629293374757
42,-0.6056660750748954,-0.5315080925430369
43,0.30897914611843813,0.07641937807243027
44,-0.6056660750748954,-0.2846738397680337
45,-0.6056660750748954,-0.11721031845071708
46,-0.6056660750748954,0.4854839171235839
47,-0.6056660750748954,1.576613423206725
48,-0.6056660750748954,-0.15209855205849138
49,1.2236243673117717,-1.8651108222002093
50,-0.3312725087168954,0.5351996500146623
51,-0.5142015529555621,0.9852578635549507
52,0.5833727124764382,-0.8263136665287296
53,0.5833727124764382,-1.1446687981996702
54,-1.3373822520295624,-1.6924140658417266
55,-0.6056660750748954,-1.2580555574249366
56,-0.6056660750748954,-1.6976473008828927
57,-0.6056660750748954,0.4854839171235839
58,-1.1544532077908956,-0.4399264793226293
59,-0.6056660750748954,-0.34136721938066694
60,1.2236243673117717,-1.8651108222002093
61,0.5833727124764382,1.2172646170466497
62,0.5833727124764382,-0.02213988186953212
63,0.5833727124764382,-0.8184638139669804
64,0.30897914611843813,0.08775805399495691
65,-0.6056660750748954,-0.34136721938066694
66,-0.9715241635522289,-1.6697367139966732
67,1.6809469779084385,1.3123350536278346
68,-0.5142015529555621,1.017529479642142
69,1.2236243673117717,-0.6082622064801403
70,1.6809469779084385,-1.5650720131733504
71,-1.1544532077908956,-0.680655291216272
72,0.9492308009537717,-1.1708349734055008
73,0.034585579760438044,1.5801022465675025
74,-0.6056660750748954,-0.11721031845071708
75,0.5833727124764382,-0.5803516195939209
76,0.034585579760438044,1.5801022465675025
77,-1.0629886856715622,-0.7164157306642406
78,1.6809469779084385,1.2783190258602548
79,0.8577662788344382,0.5875320004263237
80,1.7724115000277718,-1.0966974769889803
81,0.5833727124764382,1.1361494739085745
82,-0.6056660750748954,0.5500271492979664
83,-1.245917729910229,-0.4887700063735133
84,0.9492308009537717,0.9477530124265933
85,0.9492308009537717,-1.1437965923594757
86,-1.0629886856715622,1.450143576378543
87,1.6809469779084385,-0.7670036693955133
88,1.6809469779084385,-0.9266173381510807
89,-0.6056660750748954,0.12787952264389735
90,-1.7032403405068959,1.4710765165432078
91,0.9492308009537717,-0.05877252715769513
92,0.9492308009537717,0.9477530124265933
93,0.8577662788344382,-0.5445911801459522
94,-0.6056660750748954,-0.11721031845071708
95,-1.0629886856715622,-0.7574094051533754
96,0.9492308009537717,-1.5903659825389866
97,-1.0629886856715622,-0.47219809540982055
98,-1.0629886856715622,-0.3649167770659146
